player_name,team_abbr,position,position_family,overall,trait_grade,trait_delta_vs_madden,performance_grade,performance_weight,macabets_rating,final_delta_vs_madden,rating_source
Zach Harrison,ATL,DT,DL,73.0,74.0,1.0,,0.0,74.0,1.0,Madden 27 baseline
Azeez Ojulari,ATL,EDGE,DL,73.0,73.65,0.6500000000000057,,0.0,73.65,0.6500000000000057,Madden 27 baseline
T.J. Sanders,BUF,DT,DL,73.0,74.08,1.0799999999999983,,0.0,74.08,1.0799999999999983,Madden 27 baseline
Dayo Odeyingbo,CHI,EDGE,DL,73.0,74.03,1.0300000000000011,,0.0,74.03,1.0300000000000011,Madden 27 baseline
Austin Booker,CHI,EDGE,DL,73.0,73.89,0.8900000000000006,,0.0,73.89,0.8900000000000006,Madden 27 baseline
Myles Murphy,CIN,EDGE,DL,73.0,73.49,0.4899999999999949,,0.0,73.49,0.4899999999999949,Madden 27 baseline
Jonathan Bullard,DAL,DT,DL,73.0,73.38,0.37999999999999545,,0.0,73.38,0.37999999999999545,Madden 27 baseline
Sam Williams,DAL,EDGE,DL,73.0,73.11,0.10999999999999943,,0.0,73.11,0.10999999999999943,Madden 27 baseline
Tyler Onyedim,DEN,DT,DL,73.0,74.03,1.0300000000000011,,0.0,74.03,1.0300000000000011,Madden 27 baseline
Jonah Elliss,DEN,EDGE,DL,73.0,73.68,0.6800000000000068,,0.0,73.68,0.6800000000000068,Madden 27 baseline
Payton Turner,DET,EDGE,DL,73.0,73.63,0.6299999999999955,,0.0,73.63,0.6299999999999955,Madden 27 baseline
Chris McClellan,GB,DT,DL,73.0,74.05,1.0499999999999972,,0.0,74.05,1.0499999999999972,Madden 27 baseline
Caden Curry,IND,EDGE,DL,73.0,73.91,0.9099999999999966,,0.0,73.91,0.9099999999999966,Madden 27 baseline
Derrick Nnadi,IND,DT,DL,73.0,73.21,0.20999999999999375,,0.0,73.21,0.20999999999999375,Madden 27 baseline
Ruke Orhorhoro,JAX,DT,DL,73.0,73.94,0.9399999999999977,,0.0,73.94,0.9399999999999977,Madden 27 baseline
Albert Regis,JAX,DT,DL,73.0,73.91,0.9099999999999966,,0.0,73.91,0.9099999999999966,Madden 27 baseline
Wesley Williams,JAX,EDGE,DL,73.0,73.87,0.8700000000000045,,0.0,73.87,0.8700000000000045,Madden 27 baseline
DaVon Hamilton,JAX,DT,DL,73.0,73.44,0.4399999999999977,,0.0,73.44,0.4399999999999977,Madden 27 baseline
Khyiris Tonga,KC,DT,DL,73.0,74.02,1.019999999999996,,0.0,74.02,1.019999999999996,Madden 27 baseline
Felix Anudike-Uzomah,KC,EDGE,DL,73.0,73.68,0.6800000000000068,,0.0,73.68,0.6800000000000068,Madden 27 baseline
Justin Eboigbe,LAC,DT,DL,73.0,74.15,1.1500000000000057,,0.0,74.15,1.1500000000000057,Madden 27 baseline
Adam Butler,LV,DT,DL,73.0,73.63,0.6299999999999955,,0.0,73.63,0.6299999999999955,Madden 27 baseline
Clelin Ferrell,MIA,EDGE,DL,73.0,73.91,0.9099999999999966,,0.0,73.91,0.9099999999999966,Madden 27 baseline
Domonique Orange,MIN,DT,DL,73.0,73.91,0.9099999999999966,,0.0,73.91,0.9099999999999966,Madden 27 baseline
Tyree Wilson,NO,EDGE,DL,73.0,73.6,0.5999999999999943,,0.0,73.6,0.5999999999999943,Madden 27 baseline
Chauncey Golston,NYG,EDGE,DL,73.0,74.14,1.1400000000000006,,0.0,74.14,1.1400000000000006,Madden 27 baseline
Keion White,SF,EDGE,DL,73.0,73.99,0.9899999999999949,,0.0,73.99,0.9899999999999949,Madden 27 baseline
Kevin Givens,SF,DT,DL,73.0,73.88,0.8799999999999955,,0.0,73.88,0.8799999999999955,Madden 27 baseline
Chris Braswell,TB,EDGE,DL,73.0,73.97,0.9699999999999989,,0.0,73.97,0.9699999999999989,Madden 27 baseline
Oluwafemi Oladejo,TEN,EDGE,DL,73.0,74.0,1.0,,0.0,74.0,1.0,Madden 27 baseline
Drake Jackson,WAS,EDGE,DL,73.0,73.01,0.010000000000005116,,0.0,73.01,0.010000000000005116,Madden 27 baseline
Roy Lopez,ARI,DT,DL,72.0,73.1,1.0999999999999943,,0.0,73.1,1.0999999999999943,Madden 27 baseline
BJ Ojulari,ARI,EDGE,DL,72.0,72.28,0.28000000000000114,,0.0,72.28,0.28000000000000114,Madden 27 baseline
Adisa Isaac,BAL,EDGE,DL,72.0,72.79,0.7900000000000063,,0.0,72.79,0.7900000000000063,Madden 27 baseline
Deone Walker,BUF,DT,DL,72.0,73.65,1.6500000000000057,,0.0,73.65,1.6500000000000057,Madden 27 baseline
Patrick Jones II,CAR,EDGE,DL,72.0,73.14,1.1400000000000006,,0.0,73.14,1.1400000000000006,Madden 27 baseline
Princely Umanmielen,CAR,EDGE,DL,72.0,73.12,1.1200000000000045,,0.0,73.12,1.1200000000000045,Madden 27 baseline
Shemar Turner,CHI,EDGE,DL,72.0,72.73,0.730000000000004,,0.0,72.73,0.730000000000004,Madden 27 baseline
Mike Hall Jr,CLE,DT,DL,72.0,73.51,1.5100000000000051,,0.0,73.51,1.5100000000000051,Madden 27 baseline
Alex Wright,CLE,EDGE,DL,72.0,73.31,1.3100000000000023,,0.0,73.31,1.3100000000000023,Madden 27 baseline
Isaiah McGuire,CLE,EDGE,DL,72.0,73.04,1.0400000000000063,,0.0,73.04,1.0400000000000063,Madden 27 baseline
James Houston IV,DAL,EDGE,DL,72.0,72.9,0.9000000000000057,,0.0,72.9,0.9000000000000057,Madden 27 baseline
Malcolm Roach,DEN,DT,DL,72.0,73.18,1.1800000000000068,,0.0,73.18,1.1800000000000068,Madden 27 baseline
Drew Sanders,DEN,EDGE,DL,72.0,73.05,1.0499999999999972,,0.0,73.05,1.0499999999999972,Madden 27 baseline
Mario Edwards Jr,HOU,DT,DL,72.0,72.94,0.9399999999999977,,0.0,72.94,0.9399999999999977,Madden 27 baseline
Ashton Gillotte,KC,EDGE,DL,72.0,73.09,1.0900000000000034,,0.0,73.09,1.0900000000000034,Madden 27 baseline
Bud Dupree,LAC,EDGE,DL,72.0,73.11,1.1099999999999994,,0.0,73.11,1.1099999999999994,Madden 27 baseline
Trey Moore,MIA,EDGE,DL,72.0,72.68,0.6800000000000068,,0.0,72.68,0.6800000000000068,Madden 27 baseline
David Ojabo,MIA,EDGE,DL,72.0,71.86,-0.14000000000000057,,0.0,71.86,-0.14000000000000057,Madden 27 baseline
Darius Alexander,NYG,DT,DL,72.0,73.57,1.5699999999999932,,0.0,73.57,1.5699999999999932,Madden 27 baseline
Roy Robertson-Harris,NYG,DT,DL,72.0,72.96,0.9599999999999937,,0.0,72.96,0.9599999999999937,Madden 27 baseline
Darrell Jackson Jr.,NYJ,DT,DL,72.0,73.26,1.2600000000000051,,0.0,73.26,1.2600000000000051,Madden 27 baseline
Kingsley Enagbare,NYJ,EDGE,DL,72.0,73.2,1.2000000000000028,,0.0,73.2,1.2000000000000028,Madden 27 baseline
Jack Sawyer,PIT,EDGE,DL,72.0,73.21,1.2099999999999937,,0.0,73.21,1.2099999999999937,Madden 27 baseline
Gracen Halton,SF,DT,DL,72.0,73.45,1.4500000000000028,,0.0,73.45,1.4500000000000028,Madden 27 baseline
Alfred Collins,SF,DT,DL,72.0,72.66,0.6599999999999966,,0.0,72.66,0.6599999999999966,Madden 27 baseline
Solomon Thomas,TEN,DT,DL,72.0,72.64,0.6400000000000006,,0.0,72.64,0.6400000000000006,Madden 27 baseline
Tim Settle Jr,WAS,DT,DL,72.0,73.66,1.6599999999999966,,0.0,73.66,1.6599999999999966,Madden 27 baseline
Joshua Josephs,WAS,EDGE,DL,72.0,73.41,1.4099999999999966,,0.0,73.41,1.4099999999999966,Madden 27 baseline
Javon Kinlaw,WAS,DT,DL,72.0,73.29,1.2900000000000063,,0.0,73.29,1.2900000000000063,Madden 27 baseline
Kaleb Proctor,ARI,DT,DL,71.0,72.5,1.5,,0.0,72.5,1.5,Madden 27 baseline
Dante Stills,ARI,DT,DL,71.0,72.31,1.3100000000000023,,0.0,72.31,1.3100000000000023,Madden 27 baseline
Bralen Trice,ATL,EDGE,DL,71.0,72.27,1.269999999999996,,0.0,72.27,1.269999999999996,Madden 27 baseline
Broderick Washington,BAL,DT,DL,71.0,72.06,1.0600000000000023,,0.0,72.06,1.0600000000000023,Madden 27 baseline
Trevis Gipson,CAR,EDGE,DL,71.0,71.74,0.7399999999999949,,0.0,71.74,0.7399999999999949,Madden 27 baseline
Neville Gallimore,CHI,DT,DL,71.0,72.52,1.519999999999996,,0.0,72.52,1.519999999999996,Madden 27 baseline
Elijah Chatman,CLE,DT,DL,71.0,72.16,1.1599999999999966,,0.0,72.16,1.1599999999999966,Madden 27 baseline
LT Overton,DAL,DT,DL,71.0,72.47,1.4699999999999989,,0.0,72.47,1.4699999999999989,Madden 27 baseline
Micheal Clemons,IND,EDGE,DL,71.0,72.14,1.1400000000000006,,0.0,72.14,1.1400000000000006,Madden 27 baseline
Jerry Tillery,IND,DT,DL,71.0,71.87,0.8700000000000045,,0.0,71.87,0.8700000000000045,Madden 27 baseline
Omarr Norman-Lott,KC,DT,DL,71.0,72.38,1.3799999999999955,,0.0,72.38,1.3799999999999955,Madden 27 baseline
Ty Hamilton,LA,DT,DL,71.0,71.88,0.8799999999999955,,0.0,71.88,0.8799999999999955,Madden 27 baseline
Jamaree Caldwell,LAC,DT,DL,71.0,71.87,0.8700000000000045,,0.0,71.87,0.8700000000000045,Madden 27 baseline
Jordan Phillips,MIA,DT,DL,71.0,72.11,1.1099999999999994,,0.0,72.11,1.1099999999999994,Madden 27 baseline
Max Llewellyn,MIA,EDGE,DL,71.0,71.87,0.8700000000000045,,0.0,71.87,0.8700000000000045,Madden 27 baseline
Joshua Farmer,NE,DT,DL,71.0,71.72,0.7199999999999989,,0.0,71.72,0.7199999999999989,Madden 27 baseline
Ty Robinson,PHI,DT,DL,71.0,72.04,1.0400000000000063,,0.0,72.04,1.0400000000000063,Madden 27 baseline
Dean Lowry,PIT,DT,DL,71.0,71.89,0.8900000000000006,,0.0,71.89,0.8900000000000006,Madden 27 baseline
Cam Sample,SF,EDGE,DL,71.0,72.57,1.5699999999999932,,0.0,72.57,1.5699999999999932,Madden 27 baseline
DJ Johnson,WAS,EDGE,DL,71.0,71.75,0.75,,0.0,71.75,0.75,Madden 27 baseline
Shy Tuttle,WAS,DT,DL,71.0,71.69,0.6899999999999977,,0.0,71.69,0.6899999999999977,Madden 27 baseline
Darius Robinson,ARI,DT,DL,70.0,71.31,1.3100000000000023,,0.0,71.31,1.3100000000000023,Madden 27 baseline
Cameron Thomas,ATL,EDGE,DL,70.0,71.38,1.3799999999999955,,0.0,71.38,1.3799999999999955,Madden 27 baseline
DeWayne Carter,BUF,DT,DL,70.0,71.72,1.7199999999999989,,0.0,71.72,1.7199999999999989,Madden 27 baseline
Cam Jackson,CAR,DT,DL,70.0,70.54,0.5400000000000063,,0.0,70.54,0.5400000000000063,Madden 27 baseline
Kentavius Street,CHI,DT,DL,70.0,71.04,1.0400000000000063,,0.0,71.04,1.0400000000000063,Madden 27 baseline
T.J. Slaton,CIN,DT,DL,70.0,71.22,1.2199999999999989,,0.0,71.22,1.2199999999999989,Madden 27 baseline
Isaiah Foskey,CIN,EDGE,DL,70.0,70.83,0.8299999999999983,,0.0,70.83,0.8299999999999983,Madden 27 baseline
Dondrea Tillman,DEN,EDGE,DL,70.0,71.46,1.4599999999999937,,0.0,71.46,1.4599999999999937,Madden 27 baseline
Sai'vion Jones,DEN,DT,DL,70.0,71.3,1.2999999999999972,,0.0,71.3,1.2999999999999972,Madden 27 baseline
Mekhi Wingo,DET,DT,DL,70.0,71.42,1.4200000000000017,,0.0,71.42,1.4200000000000017,Madden 27 baseline
Tyre West,DET,EDGE,DL,70.0,71.24,1.2399999999999949,,0.0,71.24,1.2399999999999949,Madden 27 baseline
Karl Brooks,GB,DT,DL,70.0,71.33,1.3299999999999983,,0.0,71.33,1.3299999999999983,Madden 27 baseline
Jaden Crumedy,GB,DT,DL,70.0,71.31,1.3100000000000023,,0.0,71.31,1.3100000000000023,Madden 27 baseline
Collin Oliver,GB,EDGE,DL,70.0,71.07,1.0699999999999932,,0.0,71.07,1.0699999999999932,Madden 27 baseline
Barryn Sorrell,GB,EDGE,DL,70.0,71.03,1.0300000000000011,,0.0,71.03,1.0300000000000011,Madden 27 baseline
George Gumbs Jr.,IND,EDGE,DL,70.0,71.08,1.0799999999999983,,0.0,71.08,1.0799999999999983,Madden 27 baseline
Zach Durfee,JAX,EDGE,DL,70.0,70.81,0.8100000000000023,,0.0,70.81,0.8100000000000023,Madden 27 baseline
Nick Barrett,LAC,DT,DL,70.0,71.3,1.2999999999999972,,0.0,71.3,1.2999999999999972,Madden 27 baseline
Brennan Jackson,LV,EDGE,DL,70.0,71.48,1.480000000000004,,0.0,71.48,1.480000000000004,Madden 27 baseline
Khristian Boyd,NO,DT,DL,70.0,71.26,1.2600000000000051,,0.0,71.26,1.2600000000000051,Madden 27 baseline
Leki Fotu,NYG,DT,DL,70.0,70.54,0.5400000000000063,,0.0,70.54,0.5400000000000063,Madden 27 baseline
Mazi Smith,NYJ,DT,DL,70.0,70.4,0.4000000000000057,,0.0,70.4,0.4000000000000057,Madden 27 baseline
Logan Lee,PIT,DT,DL,70.0,71.44,1.4399999999999977,,0.0,71.44,1.4399999999999977,Madden 27 baseline
Elijah Roberts,TB,DT,DL,70.0,71.66,1.6599999999999966,,0.0,71.66,1.6599999999999966,Madden 27 baseline
Demonte Capehart,TB,DT,DL,70.0,71.1,1.0999999999999943,,0.0,71.1,1.0999999999999943,Madden 27 baseline
Mohamed Kamara,TB,EDGE,DL,70.0,71.03,1.0300000000000011,,0.0,71.03,1.0300000000000011,Madden 27 baseline
Jordan Elliott,TEN,DT,DL,70.0,71.23,1.230000000000004,,0.0,71.23,1.230000000000004,Madden 27 baseline
Maason Smith,ATL,DT,DL,69.0,70.9,1.9000000000000057,,0.0,70.9,1.9000000000000057,Madden 27 baseline
Javon Solomon,BUF,EDGE,DL,69.0,70.51,1.5100000000000051,,0.0,70.51,1.5100000000000051,Madden 27 baseline
Zane Durant,BUF,DT,DL,69.0,70.47,1.4699999999999989,,0.0,70.47,1.4699999999999989,Madden 27 baseline
Phidarian Mathis,BUF,DT,DL,69.0,70.21,1.2099999999999937,,0.0,70.21,1.2099999999999937,Madden 27 baseline
Nick Hampton,CAR,EDGE,DL,69.0,69.62,0.6200000000000045,,0.0,69.62,0.6200000000000045,Madden 27 baseline
Cedric Johnson,CIN,EDGE,DL,69.0,70.47,1.4699999999999989,,0.0,70.47,1.4699999999999989,Madden 27 baseline
McKinnley Jackson,CIN,DT,DL,69.0,70.32,1.3199999999999932,,0.0,70.32,1.3199999999999932,Madden 27 baseline
Jordan Jefferson,CIN,DT,DL,69.0,70.26,1.2600000000000051,,0.0,70.26,1.2600000000000051,Madden 27 baseline
Julian Okwara,CLE,EDGE,DL,69.0,70.08,1.0799999999999983,,0.0,70.08,1.0799999999999983,Madden 27 baseline
Marist Liufau,DAL,EDGE,DL,69.0,70.23,1.230000000000004,,0.0,70.23,1.230000000000004,Madden 27 baseline
Eyioma Uwazurike,DEN,DT,DL,69.0,70.69,1.6899999999999977,,0.0,70.69,1.6899999999999977,Madden 27 baseline
Que Robinson,DEN,EDGE,DL,69.0,69.58,0.5799999999999983,,0.0,69.58,0.5799999999999983,Madden 27 baseline
Chris Smith,DET,DT,DL,69.0,69.98,0.980000000000004,,0.0,69.98,0.980000000000004,Madden 27 baseline
Dominique Robinson,HOU,EDGE,DL,69.0,70.22,1.2199999999999989,,0.0,70.22,1.2199999999999989,Madden 27 baseline
Colby Wooden,IND,DT,DL,69.0,70.6,1.5999999999999943,,0.0,70.6,1.5999999999999943,Madden 27 baseline
Adetomiwa Adebawore,IND,DT,DL,69.0,70.33,1.3299999999999983,,0.0,70.33,1.3299999999999983,Madden 27 baseline
Kyle Kennard,LAC,EDGE,DL,69.0,70.34,1.3400000000000034,,0.0,70.34,1.3400000000000034,Madden 27 baseline
Jonah Laulu,LV,DT,DL,69.0,70.82,1.8199999999999932,,0.0,70.82,1.8199999999999932,Madden 27 baseline
Levi Drake Rodriguez,MIN,DT,DL,69.0,70.46,1.4599999999999937,,0.0,70.46,1.4599999999999937,Madden 27 baseline
Bo Richter,MIN,EDGE,DL,69.0,69.33,0.3299999999999983,,0.0,69.33,0.3299999999999983,Madden 27 baseline
Bradyn Swinson,NE,EDGE,DL,69.0,70.35,1.3499999999999943,,0.0,70.35,1.3499999999999943,Madden 27 baseline
Jeremiah Pharms Jr,NE,DT,DL,69.0,69.96,0.9599999999999937,,0.0,69.96,0.9599999999999937,Madden 27 baseline
Chris Rumph II,NO,EDGE,DL,69.0,69.91,0.9099999999999966,,0.0,69.91,0.9099999999999966,Madden 27 baseline
Marlon Davidson,NYG,DT,DL,69.0,70.03,1.0300000000000011,,0.0,70.03,1.0300000000000011,Madden 27 baseline
Tyler Baron,NYJ,EDGE,DL,69.0,70.59,1.5900000000000034,,0.0,70.59,1.5900000000000034,Madden 27 baseline
Byron Young,PHI,DT,DL,69.0,69.97,0.9699999999999989,,0.0,69.97,0.9699999999999989,Madden 27 baseline
Byron Young,PHI,DT,DL,69.0,69.97,0.9699999999999989,,0.0,69.97,0.9699999999999989,Madden 27 baseline
Rylie Mills,SEA,DT,DL,69.0,70.57,1.5699999999999932,,0.0,70.57,1.5699999999999932,Madden 27 baseline
CJ West,SF,DT,DL,69.0,70.46,1.4599999999999937,,0.0,70.46,1.4599999999999937,Madden 27 baseline
Rakeem Nunez-Roches Sr,TB,DT,DL,69.0,70.27,1.269999999999996,,0.0,70.27,1.269999999999996,Madden 27 baseline
David Walker,TB,EDGE,DL,69.0,70.25,1.25,,0.0,70.25,1.25,Madden 27 baseline
Khalen Saunders,TEN,DT,DL,69.0,70.48,1.480000000000004,,0.0,70.48,1.480000000000004,Madden 27 baseline
L.J. Collier,ARI,DT,DL,68.0,69.54,1.5400000000000063,,0.0,69.54,1.5400000000000063,Madden 27 baseline
Jonah Williams,ARI,DT,DL,68.0,69.37,1.3700000000000045,,0.0,69.37,1.3700000000000045,Madden 27 baseline
LaCale London,ATL,DT,DL,68.0,69.56,1.5600000000000023,,0.0,69.56,1.5600000000000023,Madden 27 baseline
James Lynch,CHI,DT,DL,68.0,69.34,1.3400000000000034,,0.0,69.34,1.3400000000000034,Madden 27 baseline
Jordan van den Berg,CHI,DT,DL,68.0,69.11,1.1099999999999994,,0.0,69.11,1.1099999999999994,Madden 27 baseline
Antwaun Powell-Ryland,CIN,EDGE,DL,68.0,69.41,1.4099999999999966,,0.0,69.41,1.4099999999999966,Madden 27 baseline
Otito Ogbonnia,DAL,DT,DL,68.0,69.42,1.4200000000000017,,0.0,69.42,1.4200000000000017,Madden 27 baseline
Matt Henningsen,DEN,DT,DL,68.0,68.52,0.519999999999996,,0.0,68.52,0.519999999999996,Madden 27 baseline
Ahmed Hassanein,DET,EDGE,DL,68.0,69.54,1.5400000000000063,,0.0,69.54,1.5400000000000063,Madden 27 baseline
Tyler Lacy,DET,DT,DL,68.0,69.17,1.1700000000000017,,0.0,69.17,1.1700000000000017,Madden 27 baseline
Jordon Riley,GB,DT,DL,68.0,68.54,0.5400000000000063,,0.0,68.54,0.5400000000000063,Madden 27 baseline
Scott Matlock,LAC,DT,DL,68.0,69.42,1.4200000000000017,,0.0,69.42,1.4200000000000017,Madden 27 baseline
Tonka Hemingway,LV,DT,DL,68.0,70.0,2.0,,0.0,70.0,2.0,Madden 27 baseline
Benito Jones,LV,DT,DL,68.0,69.6,1.5999999999999943,,0.0,69.6,1.5999999999999943,Madden 27 baseline
Cory Durden,NE,DT,DL,68.0,70.17,2.1700000000000017,,0.0,70.17,2.1700000000000017,Madden 27 baseline
Jesse Luketa,NE,EDGE,DL,68.0,69.56,1.5600000000000023,,0.0,69.56,1.5600000000000023,Madden 27 baseline
Elijah Ponder,NE,EDGE,DL,68.0,68.96,0.9599999999999937,,0.0,68.96,0.9599999999999937,Madden 27 baseline
Vernon Broughton,NO,DT,DL,68.0,69.82,1.8199999999999932,,0.0,69.82,1.8199999999999932,Madden 27 baseline
Fadil Diggs,NO,EDGE,DL,68.0,69.1,1.0999999999999943,,0.0,69.1,1.0999999999999943,Madden 27 baseline
Sam Roberts,NYG,DT,DL,68.0,69.74,1.7399999999999949,,0.0,69.74,1.7399999999999949,Madden 27 baseline
Zacch Pickens,NYG,DT,DL,68.0,69.4,1.4000000000000057,,0.0,69.4,1.4000000000000057,Madden 27 baseline
Keyshawn James-Newby,PHI,EDGE,DL,68.0,69.0,1.0,,0.0,69.0,1.0,Madden 27 baseline
Yahya Black,PIT,DT,DL,68.0,69.39,1.3900000000000006,,0.0,69.39,1.3900000000000006,Madden 27 baseline
Mike Morris,SEA,DT,DL,68.0,69.27,1.269999999999996,,0.0,69.27,1.269999999999996,Madden 27 baseline
Sam Okuayinonu,SF,EDGE,DL,68.0,69.59,1.5900000000000034,,0.0,69.59,1.5900000000000034,Madden 27 baseline
Jalyn Holmes,TEN,EDGE,DL,68.0,69.81,1.8100000000000023,,0.0,69.81,1.8100000000000023,Madden 27 baseline
Jackie Marshall,TEN,DT,DL,68.0,69.57,1.5699999999999932,,0.0,69.57,1.5699999999999932,Madden 27 baseline
Anterio Thompson,ATL,DT,DL,67.0,68.5,1.5,,0.0,68.5,1.5,Madden 27 baseline
Aeneas Peebles,BAL,DT,DL,67.0,69.32,2.319999999999993,,0.0,69.32,2.319999999999993,Madden 27 baseline
Rayshaun Benny,BAL,DT,DL,67.0,68.92,1.9200000000000017,,0.0,68.92,1.9200000000000017,Madden 27 baseline
LaBryan Ray,CAR,DT,DL,67.0,67.67,0.6700000000000017,,0.0,67.67,0.6700000000000017,Madden 27 baseline
Jamree Kromah,CHI,EDGE,DL,67.0,68.59,1.5900000000000034,,0.0,68.59,1.5900000000000034,Madden 27 baseline
Daniel Hardy,CHI,EDGE,DL,67.0,67.5,0.5,,0.0,67.5,0.5,Madden 27 baseline
Kalia Davis,CLE,DT,DL,67.0,68.55,1.5499999999999972,,0.0,68.55,1.5499999999999972,Madden 27 baseline
Dylan Horton,HOU,EDGE,DL,67.0,68.6,1.5999999999999943,,0.0,68.6,1.5999999999999943,Madden 27 baseline
Tim Smith,IND,DT,DL,67.0,68.06,1.0600000000000023,,0.0,68.06,1.0600000000000023,Madden 27 baseline
Quinton Bohanna,JAX,DT,DL,67.0,68.15,1.1500000000000057,,0.0,68.15,1.1500000000000057,Madden 27 baseline
Marcus Harris,KC,DT,DL,67.0,69.04,2.0400000000000063,,0.0,69.04,2.0400000000000063,Madden 27 baseline
Marcus Harris,KC,DT,DL,67.0,69.04,2.0400000000000063,,0.0,69.04,2.0400000000000063,Madden 27 baseline
Larrell Murchison,LA,DT,DL,67.0,68.71,1.7099999999999937,,0.0,68.71,1.7099999999999937,Madden 27 baseline
JJ Pegues,LV,DT,DL,67.0,68.93,1.9300000000000068,,0.0,68.93,1.9300000000000068,Madden 27 baseline
Matthew Butler,MIA,DT,DL,67.0,68.43,1.4300000000000068,,0.0,68.43,1.4300000000000068,Madden 27 baseline
Tyrion Ingram-Dawkins,MIN,EDGE,DL,67.0,68.77,1.769999999999996,,0.0,68.77,1.769999999999996,Madden 27 baseline
Quintayvious Hutchins,NE,EDGE,DL,67.0,68.42,1.4200000000000017,,0.0,68.42,1.4200000000000017,Madden 27 baseline
Khalid Kareem,NYG,EDGE,DL,67.0,68.53,1.5300000000000011,,0.0,68.53,1.5300000000000011,Madden 27 baseline
Josh Tupou,NYG,DT,DL,67.0,67.94,0.9399999999999977,,0.0,67.94,0.9399999999999977,Madden 27 baseline
Braiden McGregor,NYJ,EDGE,DL,67.0,68.6,1.5999999999999943,,0.0,68.6,1.5999999999999943,Madden 27 baseline
Gabe Rubio,PIT,DT,DL,67.0,68.68,1.6800000000000068,,0.0,68.68,1.6800000000000068,Madden 27 baseline
Jamie Sheriff,SEA,EDGE,DL,67.0,68.36,1.3599999999999994,,0.0,68.36,1.3599999999999994,Madden 27 baseline
Elijah Simmons,TB,DT,DL,67.0,68.66,1.6599999999999966,,0.0,68.66,1.6599999999999966,Madden 27 baseline
D.J. Davidson,WAS,DT,DL,67.0,68.63,1.6299999999999955,,0.0,68.63,1.6299999999999955,Madden 27 baseline
Zach Carter,ARI,DT,DL,66.0,67.75,1.75,,0.0,67.75,1.75,Madden 27 baseline
Thomas Incoom,CAR,EDGE,DL,66.0,67.0,1.0,,0.0,67.0,1.0,Madden 27 baseline
Cam Gill,CAR,EDGE,DL,66.0,66.9,0.9000000000000057,,0.0,66.9,0.9000000000000057,Madden 27 baseline
Jonathan Garvin,CHI,EDGE,DL,66.0,67.44,1.4399999999999977,,0.0,67.44,1.4399999999999977,Madden 27 baseline
Landon Robinson,CIN,DT,DL,66.0,67.28,1.2800000000000011,,0.0,67.28,1.2800000000000011,Madden 27 baseline
Warren Brinson,GB,DT,DL,66.0,68.6,2.5999999999999943,,0.0,68.6,2.5999999999999943,Madden 27 baseline
Brenton Cox,GB,EDGE,DL,66.0,67.92,1.9200000000000017,,0.0,67.92,1.9200000000000017,Madden 27 baseline
Nazir Stackhouse,GB,DT,DL,66.0,67.36,1.3599999999999994,,0.0,67.36,1.3599999999999994,Madden 27 baseline
Kyonte Hamilton,HOU,DT,DL,66.0,67.92,1.9200000000000017,,0.0,67.92,1.9200000000000017,Madden 27 baseline
Ali Gaye,HOU,EDGE,DL,66.0,66.94,0.9399999999999977,,0.0,66.94,0.9399999999999977,Madden 27 baseline
Nadame Tucker,LAC,EDGE,DL,66.0,68.19,2.1899999999999977,,0.0,68.19,2.1899999999999977,Madden 27 baseline
Thomas Booker IV,LV,DT,DL,66.0,67.07,1.0699999999999932,,0.0,67.07,1.0699999999999932,Madden 27 baseline
Cameron Goode,MIA,EDGE,DL,66.0,66.33,0.3299999999999983,,0.0,66.33,0.3299999999999983,Madden 27 baseline
Myles Cole,NO,DT,DL,66.0,67.73,1.730000000000004,,0.0,67.73,1.730000000000004,Madden 27 baseline
John Ridgeway III,NO,DT,DL,66.0,67.38,1.3799999999999955,,0.0,67.38,1.3799999999999955,Madden 27 baseline
Bobby Jamison-Travis,NYG,DT,DL,66.0,68.05,2.049999999999997,,0.0,68.05,2.049999999999997,Madden 27 baseline
Eric Watts,NYJ,DT,DL,66.0,67.93,1.9300000000000068,,0.0,67.93,1.9300000000000068,Madden 27 baseline
David Blay Jr.,PHI,DT,DL,66.0,67.39,1.3900000000000006,,0.0,67.39,1.3900000000000006,Madden 27 baseline
Kevin Jobity Jr.,PIT,DT,DL,66.0,67.61,1.6099999999999994,,0.0,67.61,1.6099999999999994,Madden 27 baseline
Quinton Bell,SF,EDGE,DL,66.0,66.82,0.8199999999999932,,0.0,66.82,0.8199999999999932,Madden 27 baseline
Jaylen Harrell,TEN,EDGE,DL,66.0,67.53,1.5300000000000011,,0.0,67.53,1.5300000000000011,Madden 27 baseline
Javontae Jean-Baptiste,WAS,EDGE,DL,66.0,67.58,1.5799999999999983,,0.0,67.58,1.5799999999999983,Madden 27 baseline
PJ Mustipher,ARI,DT,DL,65.0,66.31,1.3100000000000023,,0.0,66.31,1.3100000000000023,Madden 27 baseline
Aaron Graves,BAL,DT,DL,65.0,67.09,2.0900000000000034,,0.0,67.09,2.0900000000000034,Madden 27 baseline
Zion Logue,BUF,DT,DL,65.0,67.09,2.0900000000000034,,0.0,67.09,2.0900000000000034,Madden 27 baseline
Adin Huntington,CLE,DT,DL,65.0,67.08,2.0799999999999983,,0.0,67.08,2.0799999999999983,Madden 27 baseline
Jay Toia,DAL,DT,DL,65.0,66.77,1.769999999999996,,0.0,66.77,1.769999999999996,Madden 27 baseline
